cold,English,froid,French,kalt,German,freddo,Italian,frigus,Latin,holodnyj,Russian,frío,Spanish,koud,Dutch,kall,Swedish,śītá,Sanskrit
full,English,plein,French,voll,German,completo,Italian,plenus,Latin,polnyj,Russian,completo,Spanish,vol,Dutch,full,Swedish,pūrṇá,Sanskrit
new,English,nouveau,French,neu,German,nuovo,Italian,novus,Latin,novyj,Russian,nuevo,Spanish,nieuw,Dutch,ny,Swedish,náva,Sanskrit
old,English,vieux,French,alt,German,vecchio,Italian,vetus,Latin,staryj,Russian,viejo,Spanish,oud,Dutch,gammal,Swedish,jīrṇá,Sanskrit
good,English,bon,French,gut,German,buono,Italian,bonum,Latin,horoshij,Russian,bueno,Spanish,goed,Dutch,bra,Swedish,vásu,Sanskrit
bad,English,mauvais,French,schlecht,German,male,Italian,malus,Latin,plohoj,Russian,malo,Spanish,slecht,Dutch,dålig,Swedish,pāpá,Sanskrit
rotten,English,pourri,French,verrottet,German,marcio,Italian,putrida,Latin,gniloj,Russian,podrido,Spanish,rot,Dutch,rutten,Swedish,pū́ti,Sanskrit
dirty,English,sale,French,schmutzig,German,sporco,Italian,sordida,Latin,grjaznyj,Russian,sucio,Spanish,vies,Dutch,smutsig,Swedish,malina,Sanskrit
straight,English,droit,French,gerade,German,dritto,Italian,recta,Latin,prjamoj,Russian,recto,Spanish,recht,Dutch,rak,Swedish,ṛjú,Sanskrit
round,English,rond,French,rund,German,intorno,Italian,circum,Latin,kruglyj,Russian,redondear,Spanish,rond,Dutch,rund,Swedish,vṛttá,Sanskrit
sharp,English,tranchant,French,scharf,German,affilato,Italian,acutus,Latin,ostryj,Russian,agudo,Spanish,scherp,Dutch,vass,Swedish,tīkṣṇá,Sanskrit
dull,English,émoussé,French,stumpf,German,opaco,Italian,hebetes,Latin,tupoj,Russian,aburrido,Spanish,stomp,Dutch,slö,Swedish,kuṇṭha,Sanskrit
smooth,English,lisse,French,glatt,German,lisciare,Italian,aequabis,Latin,gladkij,Russian,suavizar,Spanish,glad,Dutch,len,Swedish,ślakṣṇá,Sanskrit
wet,English,mouillé,French,nass,German,bagnato,Italian,udo,Latin,mokryj,Russian,húmedo,Spanish,nat,Dutch,våt,Swedish,ārdrá,Sanskrit
dry,English,sec,French,trocken,German,asciugare,Italian,siccabis,Latin,suhoj,Russian,secar,Spanish,droog,Dutch,torr,Swedish,śúṣka,Sanskrit
correct,English,juste,French,richtig,German,correggere,Italian,corrigere,Latin,pravil'nyj,Russian,corregir,Spanish,juist,Dutch,rätt,Swedish,śuddhá,Sanskrit
near,English,proche,French,nah,German,vicino,Italian,prope,Latin,blizkij,Russian,cerca,Spanish,dichtbij,Dutch,nära,Swedish,neda,Sanskrit
far,English,loin,French,weit,German,lontano,Italian,longe,Latin,daljokij,Russian,lejos,Spanish,ver,Dutch,långt bort,Swedish,dūrá,Sanskrit
right,English,à droite,French,rechts,German,destra,Italian,ius,Latin,pravyj,Russian,derecho,Spanish,rechts,Dutch,höger,Swedish,dákṣiṇa,Sanskrit
left,English,à gauche,French,links,German,a sinistra,Italian,reliquit,Latin,levyj,Russian,izquierda,Spanish,links,Dutch,vänster,Swedish,savyá,Sanskrit
at,English,à,French,bei,German,a,Italian,ad,Latin,pri,Russian,en,Spanish,aan,Dutch,hos,Swedish,,Sanskrit
in,English,dans,French,in,German,in,Italian,in,Latin,v,Russian,en,Spanish,in,Dutch,i,Swedish,,Sanskrit
with,English,avec,French,mit,German,con,Italian,cum,Latin,s,Russian,con,Spanish,met,Dutch,med,Swedish,sahá,Sanskrit
and,English,et,French,und,German,e,Italian,et,Latin,i,Russian,y,Spanish,en,Dutch,och,Swedish,ca,Sanskrit
if,English,si,French,wenn,German,se,Italian,si,Latin,esli,Russian,si,Spanish,als,Dutch,om,Swedish,yádi,Sanskrit
because,English,parce que,French,weil,German,perché,Italian,quia,Latin,potomu chto,Russian,porque,Spanish,omdat,Dutch,eftersom,Swedish,hí,Sanskrit
name,English,nom,French,name,German,nome,Italian,nomen,Latin,imja,Russian,nombre,Spanish,naam,Dutch,namn,Swedish,nā́man,Sanskrit
